config_id,run_name,run_id,phase,domain,domain_code,pooling,normalization,convolution,activation,stream_interaction,stream_level,interaction_level,test_auc,test_ap,test_average_precision,auc_above_real,ap_above_real,quadrant_relative_to_real
cx_img_med_rms_wl_single_holo_magsilu,cx_img_med_rms_wl_single_holo_magsilu,phase1_1184439_107,phase1,Image,0,median,rms,widely_linear,magnitude_silu,complex_only / holographic,complex_only,holographic,0.5880670373056159,0.08202277801231808,0.08202277801231808,False,False,neither
cx_img_med_rms_wl_single_holo_crelu,cx_img_med_rms_wl_single_holo_crelu,phase1_1184439_108,phase1,Image,0,median,rms,widely_linear,crelu,complex_only / holographic,complex_only,holographic,0.7625493513818388,0.12999596037543748,0.12999596037543748,True,True,both_above
cx_img_med_rms_wl_single_holo_card,cx_img_med_rms_wl_single_holo_card,phase1_1184439_109,phase1,Image,0,median,rms,widely_linear,cardioid,complex_only / holographic,complex_only,holographic,0.6791421588375903,0.08464049574493705,0.08464049574493705,False,False,neither
cx_img_med_rms_wl_dual_none_modrelu,cx_img_med_rms_wl_dual_none_modrelu,phase1_1184439_110,phase1,Image,0,median,rms,widely_linear,modrelu,dual / none,dual,none,0.722463943276126,0.0877443306654598,0.0877443306654598,False,False,neither
cx_img_med_rms_wl_dual_none_magsilu,cx_img_med_rms_wl_dual_none_magsilu,phase1_1184439_111,phase1,Image,0,median,rms,widely_linear,magnitude_silu,dual / none,dual,none,0.7307496038460505,0.103357470782876,0.103357470782876,True,False,auc_only
cx_img_med_rms_wl_dual_none_crelu,cx_img_med_rms_wl_dual_none_crelu,phase1_1184439_112,phase1,Image,0,median,rms,widely_linear,crelu,dual / none,dual,none,0.7497784223672549,0.15634937355462364,0.15634937355462364,True,True,both_above
cx_img_med_rms_wl_dual_none_card,cx_img_med_rms_wl_dual_none_card,phase1_1184439_113,phase1,Image,0,median,rms,widely_linear,cardioid,dual / none,dual,none,0.7438965433889292,0.13435138736975213,0.13435138736975213,True,True,both_above
cx_img_med_rms_wl_dual_gate_modrelu,cx_img_med_rms_wl_dual_gate_modrelu,phase1_1184439_114,phase1,Image,0,median,rms,widely_linear,modrelu,dual / modulus_gate,dual,modulus_gate,0.7125936669083878,0.13749388281663238,0.13749388281663238,False,True,ap_only
cx_img_med_rms_wl_dual_gate_magsilu,cx_img_med_rms_wl_dual_gate_magsilu,phase1_1184439_115,phase1,Image,0,median,rms,widely_linear,magnitude_silu,dual / modulus_gate,dual,modulus_gate,0.7462063223484543,0.11264289927648594,0.11264289927648594,True,True,both_above
cx_img_med_rms_wl_dual_gate_crelu,cx_img_med_rms_wl_dual_gate_crelu,phase1_1184439_116,phase1,Image,0,median,rms,widely_linear,crelu,dual / modulus_gate,dual,modulus_gate,0.7480998039373673,0.10087923937437185,0.10087923937437185,True,False,auc_only
cx_img_med_rms_wl_dual_gate_card,cx_img_med_rms_wl_dual_gate_card,phase1_1184439_117,phase1,Image,0,median,rms,widely_linear,cardioid,dual / modulus_gate,dual,modulus_gate,0.7307630327934896,0.11925523266637048,0.11925523266637048,True,True,both_above
cx_img_med_rms_wl_dual_holo_modrelu,cx_img_med_rms_wl_dual_holo_modrelu,phase1_1184439_118,phase1,Image,0,median,rms,widely_linear,modrelu,dual / holographic,dual,holographic,0.7761125882953294,0.16813184427842942,0.16813184427842942,True,True,both_above
cx_img_med_rms_wl_dual_holo_magsilu,cx_img_med_rms_wl_dual_holo_magsilu,phase1_1184439_119,phase1,Image,0,median,rms,widely_linear,magnitude_silu,dual / holographic,dual,holographic,0.7592726882066984,0.13053063843906867,0.13053063843906867,True,True,both_above
cx_img_med_rms_wl_dual_holo_crelu,cx_img_med_rms_wl_dual_holo_crelu,phase1_1184439_120,phase1,Image,0,median,rms,widely_linear,crelu,dual / holographic,dual,holographic,0.74925469341713,0.12228400175697784,0.12228400175697784,True,True,both_above
cx_img_med_rms_wl_dual_holo_card,cx_img_med_rms_wl_dual_holo_card,phase1_1184439_121,phase1,Image,0,median,rms,widely_linear,cardioid,dual / holographic,dual,holographic,0.7057583326618858,0.09432664823495288,0.09432664823495288,False,False,neither
cx_img_med_cbn_std_single_none_modrelu,cx_img_med_cbn_std_single_none_modrelu,phase1_1184439_122,phase1,Image,0,median,batchnorm,standard,modrelu,complex_only / none,complex_only,none,0.6782289904117315,0.09916013594727045,0.09916013594727045,False,False,neither
cx_img_med_cbn_std_single_none_magsilu,cx_img_med_cbn_std_single_none_magsilu,phase1_1184439_123,phase1,Image,0,median,batchnorm,standard,magnitude_silu,complex_only / none,complex_only,none,0.648819595520103,0.0749067040935529,0.0749067040935529,False,False,neither
cx_img_med_cbn_std_single_none_crelu,cx_img_med_cbn_std_single_none_crelu,phase1_1184439_124,phase1,Image,0,median,batchnorm,standard,crelu,complex_only / none,complex_only,none,0.7427685118040449,0.15047391076607738,0.15047391076607738,True,True,both_above
cx_img_med_cbn_std_single_none_card,cx_img_med_cbn_std_single_none_card,phase1_1184439_125,phase1,Image,0,median,batchnorm,standard,cardioid,complex_only / none,complex_only,none,0.7971423199849595,0.16061838115991806,0.16061838115991806,True,True,both_above
cx_img_med_cbn_std_single_holo_modrelu,cx_img_med_cbn_std_single_holo_modrelu,phase1_1184439_126,phase1,Image,0,median,batchnorm,standard,modrelu,complex_only / holographic,complex_only,holographic,0.6760132140842801,0.08913803512325373,0.08913803512325373,False,False,neither
cx_img_med_cbn_std_single_holo_magsilu,cx_img_med_cbn_std_single_holo_magsilu,phase1_1184439_127,phase1,Image,0,median,batchnorm,standard,magnitude_silu,complex_only / holographic,complex_only,holographic,0.6288373217307227,0.08000533254667182,0.08000533254667182,False,False,neither
cx_img_med_cbn_std_single_holo_crelu,cx_img_med_cbn_std_single_holo_crelu,phase1_1184439_128,phase1,Image,0,median,batchnorm,standard,crelu,complex_only / holographic,complex_only,holographic,0.7014207826390567,0.09001123688787335,0.09001123688787335,False,False,neither
cx_img_med_cbn_std_single_holo_card,cx_img_med_cbn_std_single_holo_card,phase1_1184439_129,phase1,Image,0,median,batchnorm,standard,cardioid,complex_only / holographic,complex_only,holographic,0.8162248542959203,0.16550209022593113,0.16550209022593113,True,True,both_above
cx_img_med_cbn_std_dual_none_modrelu,cx_img_med_cbn_std_dual_none_modrelu,phase1_1184439_130,phase1,Image,0,median,batchnorm,standard,modrelu,dual / none,dual,none,0.7258077511884617,0.10738937322102296,0.10738937322102296,False,True,ap_only
cx_img_med_cbn_std_dual_none_magsilu,cx_img_med_cbn_std_dual_none_magsilu,phase1_1184439_131,phase1,Image,0,median,batchnorm,standard,magnitude_silu,dual / none,dual,none,0.7661885961378346,0.1771866721362004,0.1771866721362004,True,True,both_above
cx_img_med_cbn_std_dual_none_crelu,cx_img_med_cbn_std_dual_none_crelu,phase1_1184439_132,phase1,Image,0,median,batchnorm,standard,crelu,dual / none,dual,none,0.7540488276528885,0.15701374315691835,0.15701374315691835,True,True,both_above
cx_img_med_cbn_std_dual_none_card,cx_img_med_cbn_std_dual_none_card,phase1_1184439_133,phase1,Image,0,median,batchnorm,standard,cardioid,dual / none,dual,none,0.7418150565358688,0.10075349542327477,0.10075349542327477,True,False,auc_only
cx_img_med_cbn_std_dual_gate_modrelu,cx_img_med_cbn_std_dual_gate_modrelu,phase1_1184439_134,phase1,Image,0,median,batchnorm,standard,modrelu,dual / modulus_gate,dual,modulus_gate,0.7715467461660355,0.21404876810365706,0.21404876810365706,True,True,both_above
cx_img_med_cbn_std_dual_gate_magsilu,cx_img_med_cbn_std_dual_gate_magsilu,phase1_1184439_135,phase1,Image,0,median,batchnorm,standard,magnitude_silu,dual / modulus_gate,dual,modulus_gate,0.7727284935406763,0.18261884282719965,0.18261884282719965,True,True,both_above
cx_img_med_cbn_std_dual_gate_crelu,cx_img_med_cbn_std_dual_gate_crelu,phase1_1184439_136,phase1,Image,0,median,batchnorm,standard,crelu,dual / modulus_gate,dual,modulus_gate,0.7226519485402734,0.11229509805346428,0.11229509805346428,False,True,ap_only
cx_img_med_cbn_std_dual_gate_card,cx_img_med_cbn_std_dual_gate_card,phase1_1184439_137,phase1,Image,0,median,batchnorm,standard,cardioid,dual / modulus_gate,dual,modulus_gate,0.7855397093975774,0.15592211867031192,0.15592211867031192,True,True,both_above
cx_img_med_cbn_std_dual_holo_modrelu,cx_img_med_cbn_std_dual_holo_modrelu,phase1_1184439_138,phase1,Image,0,median,batchnorm,standard,modrelu,dual / holographic,dual,holographic,0.7234039695968629,0.11664556032039503,0.11664556032039503,False,True,ap_only
cx_img_med_cbn_std_dual_holo_magsilu,cx_img_med_cbn_std_dual_holo_magsilu,phase1_1184439_139,phase1,Image,0,median,batchnorm,standard,magnitude_silu,dual / holographic,dual,holographic,0.7353154459753445,0.13444524132579388,0.13444524132579388,True,True,both_above
cx_img_med_cbn_std_dual_holo_crelu,cx_img_med_cbn_std_dual_holo_crelu,phase1_1184439_140,phase1,Image,0,median,batchnorm,standard,crelu,dual / holographic,dual,holographic,0.7728359251201891,0.1467095380069789,0.1467095380069789,True,True,both_above
cx_img_med_cbn_std_dual_holo_card,cx_img_med_cbn_std_dual_holo_card,phase1_1184439_141,phase1,Image,0,median,batchnorm,standard,cardioid,dual / holographic,dual,holographic,0.7357586012408347,0.15020028046944844,0.15020028046944844,True,True,both_above
cx_img_med_cbn_wl_single_none_modrelu,cx_img_med_cbn_wl_single_none_modrelu,phase1_1184439_142,phase1,Image,0,median,batchnorm,widely_linear,modrelu,complex_only / none,complex_only,none,0.7375312223027959,0.1507432860107536,0.1507432860107536,True,True,both_above
cx_img_med_cbn_wl_single_none_magsilu,cx_img_med_cbn_wl_single_none_magsilu,phase1_1184439_143,phase1,Image,0,median,batchnorm,widely_linear,magnitude_silu,complex_only / none,complex_only,none,0.6417425402196976,0.06594133197778991,0.06594133197778991,False,False,neither
cx_img_med_cbn_wl_single_none_crelu,cx_img_med_cbn_wl_single_none_crelu,phase1_1184439_144,phase1,Image,0,median,batchnorm,widely_linear,crelu,complex_only / none,complex_only,none,0.7404050170547632,0.14350770659463008,0.14350770659463008,True,True,both_above
cx_img_med_cbn_wl_single_none_card,cx_img_med_cbn_wl_single_none_card,phase1_1184439_145,phase1,Image,0,median,batchnorm,widely_linear,cardioid,complex_only / none,complex_only,none,0.7084172642548276,0.14416119336848945,0.14416119336848945,False,True,ap_only
cx_img_med_cbn_wl_single_holo_modrelu,cx_img_med_cbn_wl_single_holo_modrelu,phase1_1184439_146,phase1,Image,0,median,batchnorm,widely_linear,modrelu,complex_only / holographic,complex_only,holographic,0.7453065828700347,0.11126274334029806,0.11126274334029806,True,True,both_above
cx_img_med_cbn_wl_single_holo_magsilu,cx_img_med_cbn_wl_single_holo_magsilu,phase1_1184439_147,phase1,Image,0,median,batchnorm,widely_linear,magnitude_silu,complex_only / holographic,complex_only,holographic,0.6217602664303172,0.07484625401835014,0.07484625401835014,False,False,neither
cx_img_med_cbn_wl_single_holo_crelu,cx_img_med_cbn_wl_single_holo_crelu,phase1_1184439_148,phase1,Image,0,median,batchnorm,widely_linear,crelu,complex_only / holographic,complex_only,holographic,0.7409556038997663,0.11728809633970198,0.11728809633970198,True,True,both_above
cx_img_med_cbn_wl_single_holo_card,cx_img_med_cbn_wl_single_holo_card,phase1_1184439_149,phase1,Image,0,median,batchnorm,widely_linear,cardioid,complex_only / holographic,complex_only,holographic,0.701716219482717,0.157318019929385,0.157318019929385,False,True,ap_only
cx_img_med_cbn_wl_dual_none_modrelu,cx_img_med_cbn_wl_dual_none_modrelu,phase1_1184439_150,phase1,Image,0,median,batchnorm,widely_linear,modrelu,dual / none,dual,none,0.7191738511535466,0.08973823542456794,0.08973823542456794,False,False,neither
cx_img_med_cbn_wl_dual_none_magsilu,cx_img_med_cbn_wl_dual_none_magsilu,phase1_1184439_151,phase1,Image,0,median,batchnorm,widely_linear,magnitude_silu,dual / none,dual,none,0.74656890392931,0.13292706654336836,0.13292706654336836,True,True,both_above
cx_img_med_cbn_wl_dual_none_crelu,cx_img_med_cbn_wl_dual_none_crelu,phase1_1184439_152,phase1,Image,0,median,batchnorm,widely_linear,crelu,dual / none,dual,none,0.7277952354094486,0.14218483877272464,0.14218483877272464,True,True,both_above
cx_img_med_cbn_wl_dual_none_card,cx_img_med_cbn_wl_dual_none_card,phase1_1184439_153,phase1,Image,0,median,batchnorm,widely_linear,cardioid,dual / none,dual,none,0.7180592485161013,0.11631542632969374,0.11631542632969374,False,True,ap_only
cx_img_med_cbn_wl_dual_gate_modrelu,cx_img_med_cbn_wl_dual_gate_modrelu,phase1_1184439_154,phase1,Image,0,median,batchnorm,widely_linear,modrelu,dual / modulus_gate,dual,modulus_gate,0.7185829774662261,0.08784029224077447,0.08784029224077447,False,False,neither
cx_img_med_cbn_wl_dual_gate_magsilu,cx_img_med_cbn_wl_dual_gate_magsilu,phase1_1184439_155,phase1,Image,0,median,batchnorm,widely_linear,magnitude_silu,dual / modulus_gate,dual,modulus_gate,0.7524507829076357,0.10402534045605022,0.10402534045605022,True,False,auc_only
cx_img_med_cbn_wl_dual_gate_crelu,cx_img_med_cbn_wl_dual_gate_crelu,phase1_1184439_156,phase1,Image,0,median,batchnorm,widely_linear,crelu,dual / modulus_gate,dual,modulus_gate,0.717616093250611,0.11073102480803537,0.11073102480803537,False,True,ap_only
cx_img_med_cbn_wl_dual_gate_card,cx_img_med_cbn_wl_dual_gate_card,phase1_1184439_157,phase1,Image,0,median,batchnorm,widely_linear,cardioid,dual / modulus_gate,dual,modulus_gate,0.7538205355464239,0.10450858230585466,0.10450858230585466,True,False,auc_only
cx_img_med_cbn_wl_dual_holo_modrelu,cx_img_med_cbn_wl_dual_holo_modrelu,phase1_1184439_158,phase1,Image,0,median,batchnorm,widely_linear,modrelu,dual / holographic,dual,holographic,0.6847286009722559,0.10054197693221087,0.10054197693221087,False,False,neither
cx_img_med_cbn_wl_dual_holo_magsilu,cx_img_med_cbn_wl_dual_holo_magsilu,phase1_1184439_159,phase1,Image,0,median,batchnorm,widely_linear,magnitude_silu,dual / holographic,dual,holographic,0.7148631590255956,0.11405858923238922,0.11405858923238922,False,True,ap_only
cx_img_med_cbn_wl_dual_holo_crelu,cx_img_med_cbn_wl_dual_holo_crelu,phase1_1184439_160,phase1,Image,0,median,batchnorm,widely_linear,crelu,dual / holographic,dual,holographic,0.7570837697741252,0.10788635377577793,0.10788635377577793,True,True,both_above
cx_img_med_cbn_wl_dual_holo_card,cx_img_med_cbn_wl_dual_holo_card,phase1_1184439_161,phase1,Image,0,median,batchnorm,widely_linear,cardioid,dual / holographic,dual,holographic,0.7207047511616039,0.1319986368994496,0.1319986368994496,False,True,ap_only
cx_img_avg_rms_std_single_none_magsilu,cx_img_avg_rms_std_single_none_magsilu,phase1_1184439_162,phase1,Image,0,average,rms,standard,magnitude_silu,complex_only / none,complex_only,none,0.634383477023071,0.06942778848598491,0.06942778848598491,False,False,neither
cx_img_avg_rms_std_single_none_crelu,cx_img_avg_rms_std_single_none_crelu,phase1_1184439_163,phase1,Image,0,average,rms,standard,crelu,complex_only / none,complex_only,none,0.6934977036499879,0.12906778120263965,0.12906778120263965,False,True,ap_only
cx_img_avg_rms_std_single_none_card,cx_img_avg_rms_std_single_none_card,phase1_1184439_164,phase1,Image,0,average,rms,standard,cardioid,complex_only / none,complex_only,none,0.643555448123976,0.07115324449770687,0.07115324449770687,False,False,neither
cx_img_avg_rms_std_single_holo_modrelu,cx_img_avg_rms_std_single_holo_modrelu,phase1_1184439_165,phase1,Image,0,average,rms,standard,modrelu,complex_only / holographic,complex_only,holographic,0.665229769290683,0.0817183903975745,0.0817183903975745,False,False,neither
cx_img_avg_rms_std_single_holo_magsilu,cx_img_avg_rms_std_single_holo_magsilu,phase1_1184439_166,phase1,Image,0,average,rms,standard,magnitude_silu,complex_only / holographic,complex_only,holographic,0.6886364246770338,0.13701845084673303,0.13701845084673303,False,True,ap_only
cx_img_avg_rms_std_single_holo_crelu,cx_img_avg_rms_std_single_holo_crelu,phase1_1184439_167,phase1,Image,0,average,rms,standard,crelu,complex_only / holographic,complex_only,holographic,0.6641420245481159,0.12077786602074302,0.12077786602074302,False,True,ap_only
cx_img_avg_rms_std_single_holo_card,cx_img_avg_rms_std_single_holo_card,phase1_1184439_168,phase1,Image,0,average,rms,standard,cardioid,complex_only / holographic,complex_only,holographic,0.6562323745064862,0.07671256127104406,0.07671256127104406,False,False,neither
cx_img_avg_rms_std_dual_none_modrelu,cx_img_avg_rms_std_dual_none_modrelu,phase1_1184439_169,phase1,Image,0,average,rms,standard,modrelu,dual / none,dual,none,0.7544919829183788,0.11240805327896897,0.11240805327896897,True,True,both_above
cx_img_avg_rms_std_dual_none_magsilu,cx_img_avg_rms_std_dual_none_magsilu,phase1_1184439_170,phase1,Image,0,average,rms,standard,magnitude_silu,dual / none,dual,none,0.7624956355920822,0.14620069744399272,0.14620069744399272,True,True,both_above
cx_img_avg_rms_std_dual_none_crelu,cx_img_avg_rms_std_dual_none_crelu,phase1_1184439_171,phase1,Image,0,average,rms,standard,crelu,dual / none,dual,none,0.7490801171004217,0.1376477201756664,0.1376477201756664,True,True,both_above
cx_img_avg_rms_std_dual_none_card,cx_img_avg_rms_std_dual_none_card,phase1_1184439_172,phase1,Image,0,average,rms,standard,cardioid,dual / none,dual,none,0.7529073671205652,0.170004465526778,0.170004465526778,True,True,both_above
cx_img_avg_rms_std_dual_gate_modrelu,cx_img_avg_rms_std_dual_gate_modrelu,phase1_1184439_173,phase1,Image,0,average,rms,standard,modrelu,dual / modulus_gate,dual,modulus_gate,0.6416351086401848,0.07722691031337411,0.07722691031337411,False,False,neither
cx_img_avg_rms_std_dual_gate_magsilu,cx_img_avg_rms_std_dual_gate_magsilu,phase1_1184439_174,phase1,Image,0,average,rms,standard,magnitude_silu,dual / modulus_gate,dual,modulus_gate,0.7070475116160395,0.11311838055872071,0.11311838055872071,False,True,ap_only
cx_img_avg_rms_std_dual_gate_crelu,cx_img_avg_rms_std_dual_gate_crelu,phase1_1184439_175,phase1,Image,0,average,rms,standard,crelu,dual / modulus_gate,dual,modulus_gate,0.6665189482448365,0.10169313870849475,0.10169313870849475,False,False,neither
cx_img_avg_rms_std_dual_gate_card,cx_img_avg_rms_std_dual_gate_card,phase1_1184439_176,phase1,Image,0,average,rms,standard,cardioid,dual / modulus_gate,dual,modulus_gate,0.7081352563586065,0.1098521654864014,0.1098521654864014,False,True,ap_only
cx_img_avg_rms_std_dual_holo_modrelu,cx_img_avg_rms_std_dual_holo_modrelu,phase1_1184439_177,phase1,Image,0,average,rms,standard,modrelu,dual / holographic,dual,holographic,0.7442591249697849,0.16140571853055014,0.16140571853055014,True,True,both_above
cx_img_avg_rms_std_dual_holo_magsilu,cx_img_avg_rms_std_dual_holo_magsilu,phase1_1184439_178,phase1,Image,0,average,rms,standard,magnitude_silu,dual / holographic,dual,holographic,0.7031934037010179,0.11018438145252758,0.11018438145252758,False,True,ap_only
cx_img_avg_rms_std_dual_holo_crelu,cx_img_avg_rms_std_dual_holo_crelu,phase1_1184439_179,phase1,Image,0,average,rms,standard,crelu,dual / holographic,dual,holographic,0.6125882953294121,0.12693190574405422,0.12693190574405422,False,True,ap_only
cx_img_avg_rms_std_dual_holo_card,cx_img_avg_rms_std_dual_holo_card,phase1_1184439_180,phase1,Image,0,average,rms,standard,cardioid,dual / holographic,dual,holographic,0.726358338033465,0.10338862461572328,0.10338862461572328,False,False,neither
cx_img_avg_rms_wl_single_none_modrelu,cx_img_avg_rms_wl_single_none_modrelu,phase1_1184439_181,phase1,Image,0,average,rms,widely_linear,modrelu,complex_only / none,complex_only,none,0.7350468670265624,0.15065458696891398,0.15065458696891398,True,True,both_above
cx_img_avg_rms_wl_single_none_magsilu,cx_img_avg_rms_wl_single_none_magsilu,phase1_1184439_182,phase1,Image,0,average,rms,widely_linear,magnitude_silu,complex_only / none,complex_only,none,0.5411731528482797,0.07775409556649707,0.07775409556649707,False,False,neither
cx_img_avg_rms_wl_single_none_crelu,cx_img_avg_rms_wl_single_none_crelu,phase1_1184439_183,phase1,Image,0,average,rms,widely_linear,crelu,complex_only / none,complex_only,none,0.7266403459296861,0.18473856705285746,0.18473856705285746,False,True,ap_only
cx_img_avg_rms_wl_single_none_card,cx_img_avg_rms_wl_single_none_card,phase1_1184439_184,phase1,Image,0,average,rms,widely_linear,cardioid,complex_only / none,complex_only,none,0.6197459243144523,0.09604051822165158,0.09604051822165158,False,False,neither
cx_img_avg_rms_wl_single_holo_modrelu,cx_img_avg_rms_wl_single_holo_modrelu,phase1_1184439_185,phase1,Image,0,average,rms,widely_linear,modrelu,complex_only / holographic,complex_only,holographic,0.7072892326699433,0.1101217356633869,0.1101217356633869,False,True,ap_only
cx_img_avg_rms_wl_single_holo_magsilu,cx_img_avg_rms_wl_single_holo_magsilu,phase1_1184439_186,phase1,Image,0,average,rms,widely_linear,magnitude_silu,complex_only / holographic,complex_only,holographic,0.6620068219052991,0.09580930293271267,0.09580930293271267,False,False,neither
cx_img_avg_rms_wl_single_holo_crelu,cx_img_avg_rms_wl_single_holo_crelu,phase1_1184439_187,phase1,Image,0,average,rms,widely_linear,crelu,complex_only / holographic,complex_only,holographic,0.7540085408105712,0.12467844253221462,0.12467844253221462,True,True,both_above
cx_img_avg_rms_wl_single_holo_card,cx_img_avg_rms_wl_single_holo_card,phase1_1184439_188,phase1,Image,0,average,rms,widely_linear,cardioid,complex_only / holographic,complex_only,holographic,0.6427899981199473,0.07865655810618077,0.07865655810618077,False,False,neither
cx_img_avg_rms_wl_dual_none_modrelu,cx_img_avg_rms_wl_dual_none_modrelu,phase1_1184439_189,phase1,Image,0,average,rms,widely_linear,modrelu,dual / none,dual,none,0.7361748986114468,0.09422945551039298,0.09422945551039298,True,False,auc_only
cx_img_avg_rms_wl_dual_none_magsilu,cx_img_avg_rms_wl_dual_none_magsilu,phase1_1184439_190,phase1,Image,0,average,rms,widely_linear,magnitude_silu,dual / none,dual,none,0.7508393092149438,0.13226760647666835,0.13226760647666835,True,True,both_above
cx_img_avg_rms_wl_dual_none_crelu,cx_img_avg_rms_wl_dual_none_crelu,phase1_1184439_191,phase1,Image,0,average,rms,widely_linear,crelu,dual / none,dual,none,0.7560497408213145,0.13318496746302172,0.13318496746302172,True,True,both_above
cx_img_avg_rms_wl_dual_none_card,cx_img_avg_rms_wl_dual_none_card,phase1_1184439_192,phase1,Image,0,average,rms,widely_linear,cardioid,dual / none,dual,none,0.6800821851583272,0.1211312070221596,0.1211312070221596,False,True,ap_only
cx_img_avg_rms_wl_dual_gate_modrelu,cx_img_avg_rms_wl_dual_gate_modrelu,phase1_1184439_193,phase1,Image,0,average,rms,widely_linear,modrelu,dual / modulus_gate,dual,modulus_gate,0.754639701340209,0.14443387930793172,0.14443387930793172,True,True,both_above
cx_img_avg_rms_wl_dual_gate_magsilu,cx_img_avg_rms_wl_dual_gate_magsilu,phase1_1184439_194,phase1,Image,0,average,rms,widely_linear,magnitude_silu,dual / modulus_gate,dual,modulus_gate,0.7162329116643837,0.09652362068304239,0.09652362068304239,False,False,neither
cx_img_avg_rms_wl_dual_gate_crelu,cx_img_avg_rms_wl_dual_gate_crelu,phase1_1184439_195,phase1,Image,0,average,rms,widely_linear,crelu,dual / modulus_gate,dual,modulus_gate,0.749536701313351,0.11136640364120724,0.11136640364120724,True,True,both_above
cx_img_avg_rms_wl_dual_gate_card,cx_img_avg_rms_wl_dual_gate_card,phase1_1184439_196,phase1,Image,0,average,rms,widely_linear,cardioid,dual / modulus_gate,dual,modulus_gate,0.7330056670158194,0.10024023769317937,0.10024023769317937,True,False,auc_only
cx_img_avg_rms_wl_dual_holo_modrelu,cx_img_avg_rms_wl_dual_holo_modrelu,phase1_1184439_197,phase1,Image,0,average,rms,widely_linear,modrelu,dual / holographic,dual,holographic,0.7148228721832783,0.09629301882227849,0.09629301882227849,False,False,neither
cx_img_avg_rms_wl_dual_holo_magsilu,cx_img_avg_rms_wl_dual_holo_magsilu,phase1_1184439_198,phase1,Image,0,average,rms,widely_linear,magnitude_silu,dual / holographic,dual,holographic,0.7288829801520156,0.12653074109538198,0.12653074109538198,True,True,both_above
cx_img_avg_rms_wl_dual_holo_crelu,cx_img_avg_rms_wl_dual_holo_crelu,phase1_1184439_199,phase1,Image,0,average,rms,widely_linear,crelu,dual / holographic,dual,holographic,0.7005479010555152,0.12441955676987179,0.12441955676987179,False,True,ap_only
cx_img_avg_rms_wl_dual_holo_card,cx_img_avg_rms_wl_dual_holo_card,phase1_1184439_200,phase1,Image,0,average,rms,widely_linear,cardioid,dual / holographic,dual,holographic,0.7505707302661616,0.19495842671960922,0.19495842671960922,True,True,both_above
cx_img_avg_cbn_std_single_none_modrelu,cx_img_avg_cbn_std_single_none_modrelu,phase1_1184439_201,phase1,Image,0,average,batchnorm,standard,modrelu,complex_only / none,complex_only,none,0.7140842800741277,0.14363834871913517,0.14363834871913517,False,True,ap_only
cx_img_avg_cbn_std_single_none_magsilu,cx_img_avg_cbn_std_single_none_magsilu,phase1_1184439_202,phase1,Image,0,average,batchnorm,standard,magnitude_silu,complex_only / none,complex_only,none,0.6643166008648242,0.09012608542202923,0.09012608542202923,False,False,neither
cx_img_avg_cbn_std_single_none_crelu,cx_img_avg_cbn_std_single_none_crelu,phase1_1184439_203,phase1,Image,0,average,batchnorm,standard,crelu,complex_only / none,complex_only,none,0.7490532592055434,0.13891723211972093,0.13891723211972093,True,True,both_above
cx_img_avg_cbn_std_single_none_card,cx_img_avg_cbn_std_single_none_card,phase1_1184439_204,phase1,Image,0,average,batchnorm,standard,cardioid,complex_only / none,complex_only,none,0.7371283538796229,0.10111499289675424,0.10111499289675424,True,False,auc_only
cx_img_avg_cbn_std_single_holo_modrelu,cx_img_avg_cbn_std_single_holo_modrelu,phase1_1184439_205,phase1,Image,0,average,batchnorm,standard,modrelu,complex_only / holographic,complex_only,holographic,0.7494158407863991,0.11109518678116308,0.11109518678116308,True,True,both_above
cx_img_avg_cbn_std_single_holo_magsilu,cx_img_avg_cbn_std_single_holo_magsilu,phase1_1184439_206,phase1,Image,0,average,batchnorm,standard,magnitude_silu,complex_only / holographic,complex_only,holographic,0.5777938925147048,0.05456731868309066,0.05456731868309066,False,False,neither
cx_img_avg_cbn_std_single_holo_crelu,cx_img_avg_cbn_std_single_holo_crelu,phase1_1184439_207,phase1,Image,0,average,batchnorm,standard,crelu,complex_only / holographic,complex_only,holographic,0.6831708430693202,0.08348618008432396,0.08348618008432396,False,False,neither
cx_img_avg_cbn_std_single_holo_card,cx_img_avg_cbn_std_single_holo_card,phase1_1184439_208,phase1,Image,0,average,batchnorm,standard,cardioid,complex_only / holographic,complex_only,holographic,0.7882657857277147,0.13233660546361592,0.13233660546361592,True,True,both_above
cx_img_avg_cbn_std_dual_none_modrelu,cx_img_avg_cbn_std_dual_none_modrelu,phase1_1184439_209,phase1,Image,0,average,batchnorm,standard,modrelu,dual / none,dual,none,0.7548142776569173,0.1271929873926768,0.1271929873926768,True,True,both_above
cx_img_avg_cbn_std_dual_none_magsilu,cx_img_avg_cbn_std_dual_none_magsilu,phase1_1184439_210,phase1,Image,0,average,batchnorm,standard,magnitude_silu,dual / none,dual,none,0.7789460962049795,0.14855734845119958,0.14855734845119958,True,True,both_above
cx_img_avg_cbn_std_dual_none_crelu,cx_img_avg_cbn_std_dual_none_crelu,phase1_1184439_211,phase1,Image,0,average,batchnorm,standard,crelu,dual / none,dual,none,0.7766363172454543,0.1232940046475367,0.1232940046475367,True,True,both_above
cx_img_avg_cbn_std_dual_none_card,cx_img_avg_cbn_std_dual_none_card,phase1_1184439_212,phase1,Image,0,average,batchnorm,standard,cardioid,dual / none,dual,none,0.7323342196438644,0.11400523256598374,0.11400523256598374,True,True,both_above
